Date,High,Low,Open,Close,Volume,Adj Close
2014-12-31,28.282499313354492,27.552499771118164,28.204999923706055,27.594999313354492,165613600.0,25.02012062072754
2015-01-02,27.860000610351562,26.837499618530273,27.84749984741211,27.332500457763672,212818400.0,24.78211212158203
2015-01-05,27.162500381469727,26.352500915527344,27.072500228881836,26.5625,257142000.0,24.08396339416504
2015-01-06,26.857500076293945,26.157499313354492,26.635000228881836,26.565000534057617,263188400.0,24.086225509643555
2015-01-07,27.049999237060547,26.674999237060547,26.799999237060547,26.9375,160423600.0,24.423967361450195
2015-01-08,28.037500381469727,27.174999237060547,27.3075008392334,27.97249984741211,237458000.0,25.362390518188477
2015-01-09,28.3125,27.552499771118164,28.167499542236328,28.002500534057617,214798000.0,25.389596939086914
2015-01-12,28.157499313354492,27.200000762939453,28.149999618530273,27.3125,198603200.0,24.763978958129883
2015-01-13,28.200000762939453,27.227500915527344,27.857500076293945,27.55500030517578,268367600.0,24.983848571777344
2015-01-14,27.622499465942383,27.125,27.260000228881836,27.450000762939453,195826400.0,24.88864517211914
2015-01-15,27.514999389648438,26.665000915527344,27.5,26.704999923706055,240056000.0,24.213163375854492
2015-01-16,26.895000457763672,26.299999237060547,26.75749969482422,26.497499465942383,314053200.0,24.0250244140625
2015-01-20,27.24250030517578,26.625,26.959999084472656,27.18000030517578,199599600.0,24.643840789794922
2015-01-21,27.764999389648438,27.0674991607666,27.237499237060547,27.387500762939453,194303600.0,24.83197784423828
2015-01-22,28.11750030517578,27.43000030517578,27.565000534057617,28.100000381469727,215185600.0,25.477991104125977
2015-01-23,28.4375,27.88249969482422,28.075000762939453,28.2450008392334,185859200.0,25.60947036743164
2015-01-26,28.59000015258789,28.200000762939453,28.434999465942383,28.274999618530273,222460000.0,25.636667251586914
2015-01-27,28.1200008392334,27.25749969482422,28.104999542236328,27.28499984741211,382274800.0,24.739044189453125
2015-01-28,29.530000686645508,28.827499389648438,29.407499313354492,28.827499389648438,585908400.0,26.137611389160156
2015-01-29,29.797500610351562,28.889999389648438,29.079999923706055,29.725000381469727,337745600.0,26.95136833190918
2015-01-30,30.0,29.212499618530273,29.600000381469727,29.290000915527344,334982000.0,26.556961059570312
2015-02-02,29.792499542236328,29.020000457763672,29.512500762939453,29.657499313354492,250956400.0,26.89017105102539
2015-02-03,29.772499084472656,29.40250015258789,29.625,29.662500381469727,207662800.0,26.894699096679688
2015-02-04,30.127500534057617,29.577499389648438,29.625,29.889999389648438,280598800.0,27.100971221923828
2015-02-05,30.0575008392334,29.8125,30.0049991607666,29.985000610351562,168984800.0,27.294404983520508
2015-02-06,30.0625,29.612499237060547,30.0049991607666,29.732500076293945,174826400.0,27.06456184387207
2015-02-09,29.959999084472656,29.607500076293945,29.637500762939453,29.93000030517578,155559200.0,27.244340896606445
2015-02-10,30.537500381469727,30.040000915527344,30.042499542236328,30.5049991607666,248034000.0,27.767742156982422
2015-02-11,31.229999542236328,30.625,30.6924991607666,31.219999313354492,294247200.0,28.4185848236084
2015-02-12,31.8700008392334,31.392499923706055,31.514999389648438,31.614999771118164,297898000.0,28.778148651123047
2015-02-13,31.81999969482422,31.412500381469727,31.81999969482422,31.770000457763672,217088800.0,28.919231414794922
2015-02-17,32.220001220703125,31.729999542236328,31.872499465942383,31.957500457763672,252609600.0,29.08991050720215
2015-02-18,32.19499969482422,31.862499237060547,31.907499313354492,32.18000030517578,179566800.0,29.292438507080078
2015-02-19,32.25749969482422,32.08250045776367,32.119998931884766,32.11249923706055,149449600.0,29.231002807617188
2015-02-20,32.375,32.01250076293945,32.154998779296875,32.375,195793600.0,29.469947814941406
2015-02-23,33.25,32.415000915527344,32.505001068115234,33.25,283896400.0,30.266435623168945
2015-02-24,33.400001525878906,32.79249954223633,33.23500061035156,33.04249954223633,276912400.0,30.077552795410156
2015-02-25,32.900001525878906,32.037498474121094,32.88999938964844,32.1974983215332,298846800.0,29.308372497558594
2015-02-26,32.717498779296875,31.65250015258789,32.1974983215332,32.60499954223633,365150000.0,29.679304122924805
2015-02-27,32.64250183105469,32.060001373291016,32.5,32.1150016784668,248059200.0,29.233280181884766
2015-03-02,32.56999969482422,32.07500076293945,32.3125,32.272499084472656,192386800.0,29.376644134521484
2015-03-03,32.380001068115234,32.022499084472656,32.2400016784668,32.34000015258789,151265200.0,29.438091278076172
2015-03-04,32.38999938964844,32.08000183105469,32.275001525878906,32.1349983215332,126665200.0,29.251474380493164
2015-03-05,32.1875,31.440000534057617,32.14500045776367,31.602500915527344,226068400.0,28.766765594482422
2015-03-06,32.342498779296875,31.565000534057617,32.099998474121094,31.649999618530273,291368400.0,28.809999465942383
2015-03-09,32.39250183105469,31.264999389648438,31.989999771118164,31.78499984741211,354114000.0,28.932891845703125
2015-03-10,31.80500030517578,30.950000762939453,31.602500915527344,31.127500534057617,275426400.0,28.33439064025879
2015-03-11,31.1924991607666,30.52750015258789,31.1875,30.559999465942383,275756000.0,27.817811965942383
2015-03-12,31.225000381469727,30.407499313354492,30.577499389648438,31.112499237060547,193450800.0,28.320730209350586
